ブースター	136	163	246	179
グライオン	472	181	185	222
ゴロンダ	675	216	226	146
ケケンカニ	740	219	231	138
ヒスイバクフーン	157	177	238	172
デンリュウ	181	207	211	169
リングマ	217	207	236	144
メガヤンマ	469	200	231	156
ブロロローム	966	190	229	168
ガラルヤドキング	199	216	190	180
マニューラ	461	172	243	171
ムーランド	508	198	206	182
タチフサグマ	862	212	180	194
デオキシス(スピードフォルム)	386	137	230	218
ダイケンキ	503	216	212	157
フーディン	65	146	271	167
パルデアケンタロス	128	181	210	193
ベロベルト	463	242	161	181
ダダリン	781	172	233	179
カイロス	127	163	238	182
ロズレイド	407	155	243	185
リザードン	6	186	223	173
バクフーン	157	186	223	173
ブラッキー	197	216	126	240
シュバルゴ	589	172	223	187
オーロンゲ	861	216	227	139
ネギガナイト	865	158	248	176
パフュートン(メス)	916	251	169	162
ゴルーグ	623	205	222	154
ジジーロン	780	186	231	164
バリコオル	866	190	212	179
アヤシシ	899	230	206	145
パフュートン(オス)	916	242	186	153
オムスター	139	172	207	201
パンプジン(とくだいサイズ)	711	198	182	200
パルシェン	91	137	186	256
ガルーラ	115	233	181	165
レントラー	405	190	232	156
オンバーン	715	198	205	175
フシギバナ	3	190	198	189
サンダース	135	163	232	182
アーマルド	348	181	222	174
ヒスイダイケンキ	503	207	218	152
ポリゴン2	233	198	198	180
バイバニラ	584	174	218	184
バルジーナ	630	242	129	205
インテレオン	818	172	262	142
ヨクバリス	820	260	160	156
アーマーガア	823	221	163	192
ガメノデス	689	176	194	205
ジュナイパー	724	186	210	179
フェローチェ	795	174	316	85
ニョロボン	62	207	182	184
ヤドラン	80	216	177	180
ヤドキング	199	216	177	180
ムクホーク	398	198	234	140
バシャーモ	257	190	240	141
ドンカラス	430	225	243	103
ガマゲロゲ	537	233	188	150
キリキザン	625	163	232	176
プテラ	142	190	221	159
クロバット	169	198	194	178
カエンジシ	668	200	221	149
キングドラ	230	181	194	194
マスカーニャ	908	183	233	153
アバゴーラ	565	179	192	197
ギギギアル	601	155	199	214
ルガルガン(まよなかのすがた)	745	198	218	152
ブリムオン	858	149	237	182
キングラー	99	146	240	181
シビルドン	604	198	217	152
クリムガン	621	184	213	170
ヤレユータン	765	207	168	192
カメックス	9	188	171	207
ミルタンク	241	216	157	193
ブロスター	693	174	221	171
パンプジン(おおきいサイズ)	711	181	179	206
タルップル	842	242	178	146
ドククラゲ	73	190	166	209
ゲンガー	94	155	261	149
ダイノーズ	476	155	135	275
ダゲキ	539	181	231	153
オーベム	606	181	221	163
レジエレキ	894	190	250	125
リククラゲ	949	190	166	209
ジュカイン	254	172	223	169
フライゴン	330	190	205	168
ケンタロス	128	181	198	183
ヨノワール	477	128	180	254
ケンホロウ	521	190	226	146
ブルンゲル	593	225	159	178
カブトプス	141	155	220	186
シャリタツ	978	169	226	166
ニドクイン	31	207	180	173
ストライク	123	172	218	170
メガニウム	154	190	168	202
ニョロトノ	186	207	174	179
フロストロトム	479	137	204	219
カットロトム	479	137	204	219
スピンロトム	479	137	204	219
ヒートロトム	479	137	204	219
ウォッシュロトム	479	137	204	219
イワパレス	558	172	188	200
ナットレイ	598	179	158	223
ドデカバシ	733	190	222	146
モスノウ	873	172	230	155
ハカドッグ	972	176	186	195
ピクシー	36	216	178	162
ゴウカザル	392	183	222	151
トリトドン	423	244	169	143
アイアント	632	151	217	188
マッギョ	618	240	144	171
ガラルマッギョ	618	240	144	171
ドオー	980	277	127	151
ガラルヤドラン	80	216	182	156
ドラピオン	452	172	180	202
ルガルガン(たそがれのすがた)	745	181	234	139
シロデスナ	770	198	178	178
アローラサンドパン	28	181	177	195
ムウマージ	429	155	211	187
ゴチルゼル	576	172	176	205
オーロット	709	198	201	154
ルカリオ	448	172	236	144
ルガルガン(まひるのすがた)	745	181	231	140
ニドキング	34	191	204	156
ランターン	171	268	146	137
ハハコモリ	542	181	205	165
デスカーン	563	151	163	237
ゲッコウガ	658	176	223	152
パンプジン(ふつうのサイズ)	711	163	175	213
デスバーン	867	151	163	237
ラフレシア	45	181	202	167
グランブル	210	207	212	131
スターミー	121	155	210	184
ヘルガー	229	181	224	144
ブーピッグ	326	190	171	188
フレフワン	683	226	173	150
デカヌチャン	959	198	155	196
ソーナンス	202	382	60	106
バクオング	295	232	179	137
ズルズキン	560	163	163	222
コジョンド	620	163	258	127
フォレトス	205	181	161	205
シンボラー	561	176	204	167
ニダンギル	680	153	188	206
ドラミドロ	691	163	177	207
カミッチュ	1011	190	173	184
ユレイドル	346	200	152	194
スカタンク	435	230	184	132
ジャローダ	497	181	161	204
エレザード	695	158	219	168
ストリンダー	849	181	224	140
パーモット	923	172	232	141
イノムー	221	225	181	138
ネッコアラ	775	163	216	165
ゴルダック	55	190	191	162
ユキノオー	460	207	178	158
モロバレル	591	249	155	139
サワムラー	106	137	224	181
カラマネロ	687	200	177	165
オトシドリ	962	172	198	172
プクリン	40	295	156	90
ドータクン	437	167	161	213
ドレディア	549	172	214	155
アローラキュウコン	38	177	170	193
キノガッサ	286	155	241	144
ゴンベ	446	286	137	117
イエッサン(メス)	876	172	184	184
ルンパッパ	272	190	173	176
ドクロッグ	454	195	211	133
ヒスイドレディア	549	172	208	159
サンドパン	28	181	182	175
ルナトーン	337	207	178	153
ソルロック	338	207	178	153
ルージュラ	124	163	223	151
マンタイン	226	163	148	226
エアームド	227	163	148	226
キュウコン	38	177	169	190
キレイハナ	182	181	169	186
サクラビス	368	146	211	179
パンプジン(ちいさいサイズ)	711	146	171	219
スリーパー	97	198	144	193
トリデプス	411	155	94	286
ダストダス	569	190	181	164
ヒスイゾロアーク	571	146	261	128
バクガメス	776	155	165	215
ガラルマタドガス	110	163	174	197
マタドガス	110	163	174	197
ナマズン	340	242	151	141
メブキジカ	586	190	198	146
ルチャブル	701	186	195	153
フローゼル	419	198	221	114
ペンドラー	545	155	203	175
ラランテス	754	172	192	169
バイウールー	832	176	159	198
ウツボット	71	190	207	135
ガラルギャロップ	78	163	207	162
ギャロップ	78	163	207	162
ゾロアーク	571	155	250	127
クイタラン	631	198	204	129
アギルダー	617	190	220	120
アップリュー	841	172	214	144
レアコイル	82	137	223	169
アブソル	359	163	246	120
エテボース	424	181	205	143
ニャイキング	863	172	195	162
イエッサン(オス)	876	155	208	166
ダーテング	275	207	200	121
ゼブライカ	523	181	211	136
エビワラー	107	137	193	197
エンニュート	758	169	228	130
ヨルノズク	164	225	145	156
コータス	324	172	151	203
シザリガー	342	160	224	142
チリーン	358	181	175	170
タイレーツ	870	163	193	170
マルノーム	317	225	140	159
ネンドール	344	155	140	229
ギルガルド(ブレードフォルム)	681	155	272	97
ギルガルド(シールドフォルム)	681	155	97	272
ペロリーム	685	193	168	163
ドヒドイデ	748	137	114	273
ジュゴン	87	207	139	177
ブーバー	126	163	206	154
チルタリス	334	181	141	201
ザングース	335	177	222	124
トロピウス	357	223	136	163
ハンテール	367	146	197	179
ジガルデ(10％フォルム)	718	144	205	173
オドリドリ	741	181	196	145
ハギギシリ	779	169	208	145
ヤナッキー	512	181	206	133
バオッキー	514	181	206	133
ヒヤッキー	516	181	206	133
バウッツェル	927	149	159	212
エレブー	125	163	198	158
オクタン	224	181	197	141
キュワワー	764	139	165	215
バリヤード	122	120	192	205
カポエラー	237	137	173	207
ファイアロー	663	186	176	155
メレシー	703	137	95	285
エクスレッグ	920	174	199	144
ピジョット	18	195	166	154
モンジャラ	114	163	183	169
ウソッキー	185	172	167	176
アメモース	284	172	192	150
ライボルト	310	172	215	127
オニゴーリ	362	190	162	162
オニシズクモ	752	169	126	219
ワタシラガ	830	155	148	211
ドードリオ	85	155	218	140
ミミロップ	428	163	156	194
アズマオウ	119	190	175	147
ドテッコツ	533	198	180	134
マラカッチ	556	181	201	130
トリミアン	676	181	164	167
ニャオニクス	678	179	166	167
ヌオー	195	216	152	143
コドラ	305	155	158	198
ビークイン	416	172	149	190
デカグース	735	204	194	113
アローラライチュウ	26	155	201	154
チラチーノ	573	181	198	130
オコリザル	57	163	207	138
ノクタス	332	172	221	115
フォクスライ	828	172	172	164
タギングル	945	160	199	149
セゴール	997	207	173	128
ヒスイマルマイン	101	155	176	176
タブンネ	531	230	114	163
ジュペッタ	354	162	218	126
カクレオン	352	155	161	189
ミカルゲ	442	137	169	199
ペリッパー	279	155	175	174
ヌメイル	705	169	159	176
バクーダ	323	172	194	136
マスキッパ	455	179	187	136
マルマイン	101	155	173	173
ネイティオ	178	163	192	146
キマワリ	192	181	185	135
デンチュラ	596	172	201	128
オドシシ	234	177	192	131
オノンド	611	165	212	123
ライチュウ	26	155	193	151
アブリボン	743	155	198	146
ヒスイハリーセン	211	163	184	151
ツボツボ	213	85	17	396
サメハダー	319	172	243	83
トゲデマル	777	163	190	145
パルスワン	836	170	197	131
チェリム	421	172	170	153
エルフーン	547	155	164	176
スワンナ	581	181	182	132
イッカネズミ	925	179	159	157
モルフォン	49	172	179	143
ヤルキモノ	288	190	159	145
ユキメノコ	478	172	171	150
ゴルバット	42	181	161	150
ゴーリキー	67	190	177	125
ハブネーク	336	177	196	118
グライガー	207	163	143	184
コモルー	372	163	172	155
バスラオ	550	172	189	129
シードラ	117	146	187	156
ガラルバリヤード	122	137	183	169
マリルリ	184	225	112	152
ガントル	525	172	174	143
クレッフィ	707	149	160	179
キリンリキ	203	172	182	133
アチゲータ	910	191	162	134
チャオブー	499	207	173	106
ガラガラ	105	155	144	186
アローラガラガラ	105	155	144	186
ハリーセン	211	163	184	138
ノコッチ	206	225	131	128
ワタッコ	189	181	118	183
ネオラント	457	170	142	170
ヒスイニューラ	215	146	189	146
ニューラ	215	146	189	146
ホエルコ	320	277	136	68
ハヤシガメ	388	181	157	143
ロトム	479	137	185	159
ブニャット	432	174	172	133
ギギアル	600	155	150	174
オニドリル	22	163	182	133
サマヨール	356	120	124	234
マシェード	756	155	154	168
ムウマ	200	155	167	154
トドグラー	364	207	137	132
ミノマダム	413	155	141	180
アーボック	24	155	167	153
グラエナ	262	172	171	132
アローラゴローン	75	146	164	164
ゴローン	75	146	164	164
ダブラン	578	163	208	103
バルビート	313	163	143	166
イルミーゼ	314	163	143	166
オオタチ	162	198	148	125
バチンキー	811	172	165	134
アローララッタ	20	181	135	154
ジヘッド	634	176	159	135
ユンゲラー	64	120	232	117
メタング	375	155	138	176
ビーダル	400	188	162	119
ビビヨン	666	190	176	103
オシャマリ	729	155	168	145
ドロバンコ	749	172	175	121
マグカルゴ	219	137	139	191
テッカニン	291	156	199	112
フクスロー	723	186	142	139
パラセクト	47	155	165	146
トゲチック	176	146	139	181
ガバイト	444	169	172	125
ホルード	660	198	112	155
デデンネ	702	167	164	134
オオスバメ	277	155	185	124
モルペコ	877	151	192	121
スピアー	15	163	169	130
ジメレオン	817	163	186	113
ヌマクロー	259	172	156	133
サナギラス	247	172	155	133
ワナイダー	918	155	139	166
バタフリー	12	155	167	137
ミルホッグ	505	155	165	139
ゴースト	93	128	223	107
ハリボーグ	651	156	146	156
ラビフット	814	163	170	125
アローラペルシアン	53	163	158	136
サイホーン	111	190	140	127
アリアドス	168	172	161	124
ミノマダム(ゴミのミノ)	413	155	127	175
ペラップ	441	183	183	91
ウェルカモ	913	172	162	123
ガラルマッスグマ	264	186	142	128
マッスグマ	264	186	142	128
ズガイドス	408	167	218	71
フタチマル	502	181	159	116
アリゲイツ	159	163	150	142
ガーメイル	414	172	185	98
レパルダス	510	162	187	106
デンヂムシ	737	149	145	161
アローラダグトリオ	51	111	201	142
ハクリュー	148	156	163	135
ロゼリア	315	137	186	131
テールナー	654	153	171	130
ガラルサニーゴ	222	155	116	182
ジャランゴ	783	146	145	162
ベロリンガ	108	207	108	137
ポリゴン	137	163	153	136
マイナン	312	155	147	150
ウミトリオ	961	111	205	136
プラスル	311	155	167	129
ポッタイシ	394	162	150	139
ポワルン	351	172	139	139
フシギソウ	2	155	151	143
ペルシアン	53	163	150	136
シビビール	603	163	156	130
アーケン	566	146	213	89
ココロモリ	528	167	161	119
ラッタ	20	146	161	139
ゴチミル	575	155	137	153
ベベノム	803	167	145	133
クサイハナ	44	155	153	136
コロトック	402	184	160	100
アゲハント	267	155	189	98
ニャローテ	907	156	157	128
ニャヒート	726	163	174	103
ランプラー	608	155	169	115
アルクジラ	974	239	119	80
ドロンチ	886	169	163	105
ダクマ	891	155	170	112
リザード	5	151	158	126
マグマラシ	156	151	158	126
テブリム	857	149	153	133
カメール	8	153	126	155
ポニータ	77	137	170	127
ガラルポニータ	77	137	170	127
ハーデリア	507	163	145	126
ワカシャモ	256	155	163	115
クチート	303	137	155	141
ベイリーフ	153	155	122	155
レディアン	166	146	107	179
チゴラス	696	151	158	123
エネコロロ	301	172	132	127
エモンガ	587	146	158	127
フラエッテ	670	144	136	151
ガラルカモネギ	83	141	174	114
ジュプトル	253	137	172	120
ジャノビー	496	155	122	152
イワーク	95	111	85	232
チャーレム	308	155	121	152
バニリッチ	583	139	151	138
ウツドン	70	163	172	92
モココ	180	172	145	109
ゲコガシラ	657	144	168	114
モウカザル	391	162	158	105
プロトーガ	564	144	134	146
クルマユ	541	146	115	162
パチリス	417	155	94	172
コスモウム	790	125	54	242
サニーゴ	222	146	118	156
リリーラ	345	165	105	150
オムナイト	138	111	155	153
ワシボン	627	172	150	97
ヤンチャム	674	167	145	107
ガマガル	536	181	128	109
ケララッパ	732	146	150	122
ヤミカラス	198	155	175	87
アマルス	698	184	124	109
ナカヌチャン	958	163	109	145
ニョロゾ	61	163	130	123
バルチャイ	629	172	105	139
アローラベトベター	88	190	135	90
ベトベター	88	190	135	90
ドクケイル	269	155	98	162
ダグトリオ	51	111	167	136
ヤドン	79	207	109	98
ガラルヤドン	79	207	109	98
ヤミラミ	302	137	141	136
ヒノヤコマ	662	158	145	110
ゴマゾウ	231	207	107	98
ドゴーム	294	197	134	81
タマンタ	458	128	105	179
ヤンヤンマ	193	163	154	94
ヒポポタス	449	169	124	118
ダルマッカ	554	172	153	86
ガラルダルマッカ	554	172	153	86
ギモー	860	163	145	102
ニドリーナ	30	172	117	120
ルクシオ	404	155	159	95
ハトーボー	520	158	144	107
メラルバ	636	146	156	107
シシコ	667	158	139	112
シュシュプ	682	186	110	113
オリーニョ	929	141	137	131
アオガラス	822	169	129	110
クラブ	98	102	181	124
ニドリーノ	33	156	137	111
アノプス	347	128	176	100
フワンテ	425	207	117	80
ヌイコグマ	759	172	136	95
バネブー	325	155	125	122
ドッコラー	532	181	134	87
ヒトツキ	679	128	135	139
ズルッグ	559	137	132	132
ワルビル	552	155	155	90
ノズパス	299	102	82	215
ココドラ	304	137	121	141
コマタナ	624	128	154	114
プルリル	592	146	115	134
エイパム	190	146	136	112
ウソハチ	438	137	124	133
モグリュー	529	155	154	85
リグレー	605	146	148	100
ホイーガ	544	120	100	173
ニャスパー	677	158	120	114
アローラサンド	27	137	125	129
ワンリキー	66	172	137	82
カラナクシ	422	183	103	105
バケッチャ(とくだいサイズ)	710	153	118	120
カブト	140	102	148	140
ヒメグマ	216	155	142	93
メェークル	672	165	123	102
ヒスイガーディ	58	155	142	92
ピッピ	35	172	107	108
タマタマ	102	155	107	125
パッチール	327	155	116	116
ハスブレロ	271	155	112	119
ムンナ	517	183	111	92
コジョフー	619	128	160	98
ペロッパフ	684	158	109	119
バケッチャ(おおきいサイズ)	710	144	120	122
マケンカニ	739	132	150	104
キバゴ	610	130	154	101
イシツブテ	74	120	132	132
アローライシツブテ	74	120	132	132
チョンチー	170	181	106	97
コノハナ	274	172	134	78
スナバァ	769	146	120	118
パモット	922	155	147	82
サンド	27	137	126	120
イシズマイ	557	137	118	128
カチコール	712	146	117	120
セビエ	996	163	134	86
ピジョン	17	160	117	105
ムクバード	397	146	142	94
ミミロル	427	146	130	105
ユニラン	577	128	170	83
カモネギ	83	141	124	115
スリープ	96	155	89	136
ドガース	109	120	119	141
コイル	81	93	165	121
パールル	366	111	133	135
バケッチャ(ふつうのサイズ)	710	135	121	123
ブビィ	240	128	151	99
ブルー	209	155	137	85
ダンゴロ	524	146	121	110
ガーディ	58	146	136	93
ナエトル	387	146	119	110
ユキカブリ	459	155	115	105
ホゲータ	909	167	112	96
タテトプス	410	102	76	195
バケッチャ(ちいさいサイズ)	710	127	122	124
プリン	39	251	80	41
ムチュール	238	128	153	91
ゴビット	622	153	127	92
ナゾノクサ	43	128	131	112
カラカラ	104	137	90	144
スカンプー	434	160	121	90
ケーシィ	63	93	195	82
ビブラーバ	329	137	134	99
シキジカ	585	155	115	100
モクロー	722	169	102	99
パウワウ	86	163	85	121
ナックラー	328	128	162	78
クヌギダマ	204	137	108	122
サボネア	331	137	156	74
メノクラゲ	72	120	97	149
ノノクラゲ	948	120	97	149
ヘイガニ	341	125	141	99
イーブイ	133	146	104	114
エレキッド	239	128	135	101
スコルピ	451	120	93	151
テッシード	597	127	82	155
ハリマロン	650	148	110	106
ワニノコ	158	137	117	109
デルビル	228	128	152	83
ポカブ	498	163	115	85
ウデッポウ	692	137	108	117
トサキント	118	128	123	110
アンノーン	201	134	136	91
カブルモ	588	137	137	87
アシマリ	728	137	120	103
フカマル	443	151	124	84
タマゲタケ	590	170	97	91
ブロロン	965	128	123	107
フシギダネ	1	128	118	111
ポポッコ	188	146	91	120
タマザラシ	363	172	95	90
ミズゴロウ	258	137	126	93
ポッチャマ	393	142	112	102
コンパン	48	155	100	100
ゴース	92	102	186	67
タツベイ	371	128	134	93
コロモリ	527	163	107	85
ヤブクロン	568	137	96	122
フラベベ	669	127	108	120
クズモー	690	137	109	109
コダック	54	137	122	95
ドンメル	322	155	119	79
ボクレー	708	125	125	103
ホシガリス	819	172	95	86
ドードー	84	111	158	83
シェルダー	90	102	116	134
マネネ	439	85	125	142
ガラルデスマス	562	116	95	141
デスマス	562	116	95	141
ヒスイゾロア	570	111	162	79
クワッス	912	146	120	86
ヒトデマン	120	102	137	112
ナマケロ	287	155	104	92
ゴクリン	316	172	80	99
ゾロア	570	120	153	78
マンキー	56	120	148	82
モノズ	633	141	116	93
ヤトウモリ	757	134	136	80
サルノリ	810	137	122	91
ヤバチャ	854	120	134	96
チャデス	1012	120	134	96
チョボマキ	616	137	72	140
ダンバル	374	120	96	132
ミジュマル	501	146	117	85
クルミル	540	128	96	124
クマシュン	613	146	128	74
ヒバニー	813	137	132	79
メッソン	816	137	132	79
ボチ	971	137	105	106
ケイコウオ	456	135	96	116
ネマシュ	755	120	108	119
メルタン	808	130	118	99
デリバード	225	128	128	90
ドーミラー	436	149	43	154
ヨーギラス	246	137	115	93
アチャモ	255	128	130	87
ブイゼル	418	146	132	67
バチュル	595	137	110	98
ヒドイデ	747	137	98	110
ヤクデ	850	137	118	90
ガラルニャース	52	137	115	92
コレクレー(とほフォルム)	999	128	140	76
ネイティ	177	120	134	89
ソーナノ	360	216	41	86
ヒトモシ	607	137	108	98
ゼニガメ	7	127	94	121
チコリータ	152	128	92	122
パピモッチ	926	114	102	126
ヌメラ	704	128	101	112
ビリリダマ	100	120	109	111
ヒスイビリリダマ	100	120	109	111
メリープ	179	146	114	79
キノココ	285	155	74	110
ギアル	599	120	98	121
カメテテ	688	123	96	120
キモリ	252	120	124	94
キバニア	318	128	171	39
チュリネ	548	128	119	91
メグロコ	551	137	132	69
ゴチム	574	128	98	112
コアルヒー	580	158	84	96
フォッコ	653	120	116	102
ジャラコ	782	128	102	108
マダツボミ	69	137	139	61
バニプッチ	582	113	118	106
チルット	333	128	76	132
リーシャン	433	128	114	94
ヤナップ	511	137	104	94
バオップ	513	137	104	94
ヒヤップ	515	137	104	94
マーイーカ	686	142	98	95
ニャビー	725	128	128	79
ニャオハ	906	120	116	99
タッツー	116	102	129	103
ラブカス	370	125	81	128
ズピカ	938	156	104	73
アゴジムシ	736	132	115	85
カヌチャン	957	137	85	110
パラス	46	111	121	99
ミニリュウ	147	121	119	91
カゲボウズ	353	127	138	65
マクノシタ	296	176	99	54
チェリンボ	420	128	108	92
ヒトカゲ	4	118	116	93
ヒノアラシ	155	118	116	93
ユキワラシ	361	137	95	95
ピンプク	440	225	25	77
ケロマツ	656	121	122	84
ヒコザル	390	127	113	86
ニャルマー	431	135	109	82
グレッグル	453	134	116	76
リオル	447	120	127	78
ワッカネズミ	924	137	98	90
チラーミィ	572	146	98	80
キルリア	281	116	117	90
ツタージャ	495	128	88	107
イワンコ	744	128	117	78
ワンパチ	835	153	80	90
ニドラン♀	29	146	86	89
アローラロコン	37	116	96	109
ロコン	37	116	96	109
ラクライ	309	120	123	78
ヤジロン	343	120	77	124
ヨーテリー	506	128	107	86
スボミー	406	120	91	109
エリキテル	694	127	115	78
ピカチュウ	25	111	112	96
アーボ	23	111	110	97
ヨマワル	355	85	70	162
メタモン	132	134	91	91
マメパト	519	137	98	80
